cash,price_AAPL,price_AMZN,price_F,price_JPM,price_MSFT,price_NVDA,price_PG,price_SPY,price_UNH,price_XOM,shares_AAPL,shares_AMZN,shares_F,shares_JPM,shares_MSFT,shares_NVDA,shares_PG,shares_SPY,shares_UNH,shares_XOM,reward
5000.0,38.26072692871094,69.3115005493164,7.155819892883301,90.2430191040039,81.97512817382812,5.637588977813721,66.30316925048828,234.87306213378903,198.57742309570312,53.54153823852539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,38.644004821777344,70.72550201416016,7.082256317138672,90.80028533935548,82.6189193725586,5.751315593719482,66.44175720214844,235.4572296142578,199.4132843017578,53.45746994018555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,39.35649871826172,72.55249786376953,7.182573318481445,92.90007019042967,83.91256713867188,5.968631267547607,65.77326965332031,238.6350555419922,201.2961883544922,53.56956100463867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,40.678035736083984,73.08799743652344,7.195947170257568,93.28772735595705,85.62205505371094,6.094222545623779,67.18363189697266,241.68003845214844,198.86778259277344,53.39440155029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,40.54632568359375,72.43450164794922,7.095631122589111,92.6174087524414,85.01220703125,6.0284600257873535,67.33850860595703,241.75083923339844,201.8153381347656,53.6256217956543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,40.40996170043945,73.4175033569336,7.109007358551025,92.64165496826172,85.6775131225586,6.158009052276611,66.31133270263672,240.2371520996093,199.4308624267578,53.07212066650391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,40.226539611816406,74.14600372314453,7.088942050933838,93.02930450439452,84.54090118408203,5.97085428237915,65.41453552246094,239.04214477539065,198.084701538086,52.46960067749024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,40.56280899047852,74.26699829101562,7.109007358551025,92.85968780517578,84.76273345947266,5.99039888381958,65.90370178222656,239.35202026367188,199.8092041015625,53.149200439453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.26824951171875,75.0,7.155819892883301,94.741455078125,86.91572570800781,6.083909034729004,66.07489776611328,243.16705322265625,202.5104217529297,54.31923294067383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,42.08420944213867,76.09750366210938,7.282886505126953,95.92057037353516,88.17241668701172,6.099989891052246,66.54772186279297,245.9908447265625,205.94186401367188,55.23705673217773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
